id,brand,year,age,engine_size,power,mileage,prev_owners
id_41300,kia,2008,10,1100,73.0,8773.0,2
id_27723,ford,2010,8,1600,115.0,111150.0,2
id_9519,ford,2009,9,1600,106.0,30426.0,2
id_80862,bmw,2017,1,2300,226.0,176.0,0
id_37473,ford,2008,10,2200,139.0,40655.0,0
id_55458,vw,2015,3,1500,114.0,3118.0,2
id_27261,ford,2008,10,2000,129.0,31767.0,3
id_19965,vw,2016,2,3600,266.0,3235.0,0
id_38681,vw,2014,4,3600,249.0,10250.0,1
id_73379,vw,2008,10,2300,155.0,33291.0,1
id_41705,ford,2017,1,2000,150.0,3847.0,1
id_39534,bmw,2016,2,3000,267.0,4173.0,0
id_9853,ford,2016,2,2200,165.0,4184.0,2
id_9850,vw,2013,5,1700,128.0,23040.0,1
id_39249,vw,2013,5,1200,94.0,2081.0,1
id_4152,kia,2012,6,1200,80.0,105311.0,1
id_32959,vw,2012,6,2300,166.0,44995.0,0
id_12552,ford,2017,1,1100,91.0,1168.0,0
id_15013,bmw,2017,1,4500,375.0,12237.0,0
id_84522,ford,2017,1,1800,131.0,1044.0,0
id_42695,ford,2016,2,2500,183.0,6684.0,1
id_7181,kia,2011,7,1400,94.0,88813.0,1
id_11660,ford,2017,1,1400,107.0,443.0,0
id_44723,ford,2014,4,1600,120.0,21734.0,0
id_93521,bmw,2016,2,4000,304.0,20337.0,0
id_1165,ford,2009,9,1400,94.0,95094.0,3
id_71709,ford,2009,9,1600,109.0,111997.0,3
id_35883,kia,2013,5,1100,75.0,32144.0,1
id_85686,ford,2015,3,2200,153.0,11719.0,0
id_7676,ford,2014,4,1600,113.0,17446.0,1
id_19786,vw,2017,1,1900,146.0,4504.0,0
id_49546,bmw,2009,9,3000,231.0,19090.0,1
id_74265,vw,2011,7,2300,170.0,127976.0,1
id_1419,ford,2013,5,1600,117.0,1186.0,0
id_79298,ford,2017,1,2500,182.0,1601.0,0
id_82427,vw,2011,7,2300,163.0,10854.0,1
id_33399,ford,2013,5,1800,132.0,19130.0,3
id_72859,vw,2017,1,3600,261.0,3495.0,0
id_41999,kia,2016,2,1000,75.0,40135.0,2
id_58167,ford,2015,3,2000,146.0,50737.0,1
id_20219,kia,2013,5,800,58.0,1320.0,1
id_30547,kia,2011,7,1400,92.0,80693.0,2
id_61681,ford,2008,10,2500,160.0,63422.0,2
id_16002,bmw,2015,3,3000,244.0,3340.0,0
id_47828,vw,2010,8,3600,236.0,82233.0,4
id_92570,ford,2012,6,1100,85.0,37696.0,1
id_43938,ford,2008,10,1800,118.0,13036.0,2
id_94841,vw,2008,10,1200,85.0,251336.0,1
id_57775,bmw,2016,2,3000,239.0,12339.0,0
id_88669,ford,2009,9,1600,111.0,27724.0,2
id_66827,ford,2015,3,2500,174.0,2543.0,1
id_10064,ford,2015,3,3000,206.0,13848.0,1
id_19752,ford,2008,10,2200,143.0,101173.0,0
id_66697,bmw,2009,9,3000,237.0,3582.0,1
id_67311,vw,2009,9,2300,160.0,65849.0,2
id_35349,bmw,2009,9,3000,252.0,32676.0,1
id_70337,ford,2016,2,2200,158.0,8542.0,0
id_83075,bmw,2013,5,1800,159.0,84600.0,3
id_294,bmw,2008,10,1800,153.0,208345.0,1
id_99523,ford,2008,10,1100,79.0,125880.0,3
id_71582,ford,2009,9,1400,95.0,37193.0,2
id_68509,ford,2010,8,1400,100.0,87059.0,3
id_12195,vw,2012,6,3600,249.0,105911.0,2
id_33980,ford,2010,8,2500,168.0,55794.0,1
id_84619,ford,2011,7,3000,202.0,7930.0,1
id_57388,vw,2009,9,1200,89.0,79233.0,7
id_11721,vw,2011,7,1200,96.0,26688.0,0
id_98848,ford,2014,4,1800,125.0,675.0,2
id_30958,ford,2010,8,1100,78.0,12660.0,4
id_14126,bmw,2009,9,1800,176.0,99423.0,1
id_48538,ford,2010,8,1800,123.0,56247.0,0
id_82397,vw,2008,10,1500,116.0,247403.0,2
id_70670,bmw,2012,6,3000,226.0,19651.0,1
id_58005,vw,2017,1,1500,129.0,2154.0,0
id_81199,kia,2011,7,1400,93.0,18752.0,4
id_86851,ford,2014,4,1100,89.0,13663.0,0
id_89113,bmw,2014,4,3000,249.0,38853.0,0
id_78609,ford,2015,3,1100,82.0,9521.0,1
id_11066,ford,2016,2,1600,116.0,1672.0,1
id_83902,ford,2010,8,2000,130.0,13553.0,0
id_84563,vw,2008,10,1900,128.0,13147.0,3
id_17012,kia,2012,6,1200,81.0,21788.0,1
id_8674,ford,2015,3,1800,128.0,26759.0,0
id_56698,ford,2014,4,1100,87.0,1185.0,1
id_99385,vw,2008,10,1200,88.0,42150.0,2
id_83537,vw,2016,2,1700,136.0,11537.0,0
id_9106,kia,2010,8,1100,71.0,69014.0,2
id_99549,ford,2008,10,3000,193.0,1084.0,3
id_91124,ferrari,2008,10,3600,365.0,6457.0,1
id_21507,bmw,2014,4,3500,299.0,32748.0,0
id_32007,ford,2017,1,2200,163.0,780.0,0
id_57227,ford,2017,1,2200,161.0,366.0,0
id_14316,vw,2015,3,3600,252.0,10434.0,1
id_12850,bmw,2013,5,3500,265.0,6536.0,1
id_15028,ford,2013,5,3000,205.0,31896.0,3
id_40685,ford,2009,9,2500,158.0,28942.0,2
id_36830,vw,2015,3,3600,253.0,17544.0,0
id_20696,ford,2014,4,1400,100.0,21157.0,0
id_34381,vw,2013,5,1700,133.0,21200.0,0
id_73834,vw,2008,10,3600,229.0,111655.0,1
id_22953,vw,2010,8,1900,133.0,26009.0,1
id_67998,ford,2011,7,1800,123.0,8538.0,1
id_97539,ford,2014,4,2200,156.0,35507.0,0
id_40568,ford,2010,8,3000,196.0,8786.0,2
id_21601,bmw,2009,9,4500,341.0,14877.0,0
id_38102,vw,2013,5,2300,164.0,93441.0,1
id_48264,vw,2011,7,1900,141.0,45032.0,1
id_73565,vw,2011,7,1500,112.0,83827.0,1
id_24092,kia,2012,6,1100,77.0,2992.0,1
id_83151,ford,2016,2,1600,123.0,640.0,0
id_18720,ford,2014,4,2000,147.0,985.0,1
id_61542,ford,2011,7,2000,140.0,1142.0,2
id_60,ford,2010,8,3000,196.0,46626.0,3
id_12364,vw,2009,9,1200,98.0,5020.0,2
id_38845,bmw,2010,8,1800,178.0,141584.0,1
id_51570,bmw,2010,8,1800,181.0,82484.0,0
id_84555,vw,2010,8,2300,159.0,44683.0,1
id_28096,ford,2008,10,1100,82.0,65423.0,0
id_53491,vw,2008,10,2300,161.0,69757.0,3
id_45255,vw,2013,5,1500,124.0,49329.0,2
id_44156,bmw,2010,8,3000,233.0,22126.0,2
id_14783,ford,2014,4,1800,126.0,18889.0,0
id_28115,ford,2010,8,3000,191.0,30414.0,3
id_15116,bmw,2009,9,4500,307.0,99846.0,1
id_1463,kia,2011,7,800,56.0,4137.0,0
id_99936,vw,2015,3,2300,174.0,9029.0,0
id_44291,vw,2009,9,2300,157.0,1620.0,1
id_62339,ford,2011,7,2200,146.0,22683.0,1
id_96953,ford,2014,4,3000,203.0,7142.0,1
id_22945,vw,2014,4,1700,137.0,61464.0,0
id_63045,vw,2010,8,2300,159.0,51711.0,3
id_9161,ford,2013,5,1800,133.0,68120.0,0
id_60792,ford,2011,7,1100,87.0,5372.0,3
id_28273,kia,2009,9,1000,64.0,7256.0,2
id_7196,kia,2017,1,1400,103.0,1506.0,0
id_13185,ford,2011,7,1800,123.0,15645.0,1
id_84045,bmw,2016,2,3000,257.0,23807.0,0
id_25246,vw,2017,1,3600,261.0,11190.0,0
id_5335,vw,2012,6,1700,129.0,9914.0,1
id_41335,bmw,2015,3,3500,286.0,29833.0,1
id_54174,bmw,2015,3,4000,339.0,12605.0,1
id_16162,bmw,2015,3,4500,344.0,23077.0,1
id_48501,ford,2009,9,1600,114.0,13459.0,2
id_82357,bmw,2012,6,2300,214.0,19613.0,0
id_79090,ford,2013,5,3000,209.0,14743.0,1
id_35966,vw,2012,6,1500,122.0,11273.0,1
id_79238,vw,2014,4,3600,248.0,1270.0,0
id_30506,ford,2009,9,1800,117.0,69504.0,1
id_69770,ford,2008,10,1600,109.0,47725.0,2
id_4773,ford,2012,6,1400,106.0,15815.0,3
id_37721,ford,2010,8,1100,76.0,120340.0,1
id_11752,vw,2011,7,3600,242.0,22033.0,1
id_10040,vw,2017,1,1200,96.0,5010.0,2
id_4075,bmw,2016,2,3500,292.0,28934.0,0
id_31450,vw,2010,8,2300,163.0,109249.0,3
id_4541,bmw,2015,3,4500,339.0,10453.0,0
id_15861,bmw,2013,5,3500,273.0,84751.0,3
id_42235,vw,2016,2,2300,168.0,13935.0,0
id_6323,bmw,2017,1,4000,319.0,12798.0,0
id_55637,kia,2009,9,1100,70.0,23334.0,2
id_72492,bmw,2017,1,1800,199.0,2151.0,0
id_80777,ford,2011,7,2000,134.0,53757.0,0
id_7052,ford,2012,6,2200,152.0,22142.0,1
id_4856,vw,2010,8,1900,138.0,2514.0,1
id_29477,ford,2008,10,2500,156.0,15081.0,1
id_95761,bmw,2014,4,3500,272.0,68720.0,1
id_98330,ford,2015,3,2500,175.0,8662.0,1
id_57103,ford,2008,10,2500,157.0,43486.0,1
id_64635,bmw,2016,2,4000,340.0,95.0,1
id_4653,vw,2013,5,3600,242.0,77553.0,1
id_54587,vw,2010,8,3600,244.0,72654.0,0
id_63803,ford,2013,5,2500,176.0,42824.0,0
id_57959,ford,2010,8,1100,83.0,19969.0,0
id_12358,vw,2012,6,3600,250.0,36947.0,3
id_84784,ford,2012,6,2000,143.0,4269.0,1
id_72173,ferrari,2017,1,5000,445.0,9316.0,0
id_67977,ford,2017,1,1600,124.0,914.0,0
id_36910,ford,2014,4,1600,121.0,77737.0,0
id_63831,ford,2008,10,2000,127.0,52179.0,5
id_88946,vw,2008,10,1700,120.0,46478.0,3
id_30325,vw,2011,7,1700,130.0,14524.0,3
id_35569,bmw,2012,6,3500,282.0,93928.0,0
id_19136,bmw,2012,6,4000,296.0,60382.0,1
id_53658,vw,2008,10,1200,94.0,21826.0,2
id_6004,ford,2011,7,1600,111.0,56692.0,2
id_53312,vw,2014,4,1500,126.0,33415.0,1
id_75417,vw,2013,5,1200,106.0,43755.0,1
id_30867,ford,2013,5,3000,207.0,16116.0,2
id_44743,bmw,2011,7,2500,193.0,7059.0,2
id_29485,ford,2017,1,3000,213.0,10416.0,0
id_88854,ford,2009,9,1600,113.0,68690.0,2
id_76419,ford,2017,1,2000,151.0,3821.0,0
id_49022,bmw,2016,2,4000,329.0,12323.0,1
id_39120,ford,2010,8,2500,164.0,16947.0,3
id_46488,vw,2016,2,2300,175.0,26979.0,0
id_77484,bmw,2015,3,4500,360.0,3858.0,1
id_29184,ford,2008,10,1800,117.0,19948.0,1
id_8042,ford,2014,4,2000,143.0,25649.0,1
id_49222,vw,2015,3,3600,255.0,3101.0,1
id_25116,vw,2012,6,2300,161.0,18015.0,3
id_8450,kia,2012,6,1100,75.0,53460.0,2
id_14538,ford,2017,1,1600,119.0,7205.0,0
id_48518,vw,2016,2,1200,98.0,560.0,0
id_4388,ford,2009,9,3000,196.0,214217.0,3
id_74776,bmw,2013,5,4500,356.0,41988.0,1
id_43664,vw,2010,8,3600,241.0,94907.0,2
id_94839,ford,2017,1,2200,159.0,1900.0,0
id_48874,ford,2008,10,2200,142.0,85283.0,2
id_54391,kia,2017,1,1100,80.0,176.0,0
id_11447,ford,2016,2,1400,103.0,5787.0,0
id_23096,bmw,2008,10,1800,176.0,134198.0,2
id_99228,ford,2014,4,2500,178.0,5568.0,1
id_99081,vw,2009,9,1500,106.0,39141.0,5
id_61638,bmw,2009,9,3000,255.0,32480.0,2
id_82766,kia,2016,2,1100,82.0,1727.0,2
id_73112,vw,2009,9,3600,233.0,26484.0,1
id_39208,ford,2009,9,1400,94.0,1171.0,2
id_52068,ford,2011,7,3000,194.0,64533.0,0
id_45082,ford,2012,6,3000,205.0,107257.0,0
id_69490,ford,2012,6,3000,200.0,6174.0,3
id_5541,ford,2017,1,2000,145.0,2104.0,2
id_55424,ford,2015,3,1600,121.0,426.0,1
id_54684,vw,2013,5,3600,253.0,18911.0,1
id_75296,kia,2013,5,1400,97.0,25643.0,0
id_47616,bmw,2015,3,2300,216.0,7076.0,2
id_23431,vw,2013,5,3600,246.0,37245.0,0
id_59574,ferrari,2008,10,6200,474.0,87720.0,0
id_92624,ford,2015,3,1100,84.0,25095.0,1
id_65100,kia,2014,4,1100,77.0,20532.0,1
id_34095,ford,2009,9,1600,105.0,58272.0,0
id_84997,vw,2009,9,3600,241.0,13432.0,0
id_59057,vw,2012,6,1900,135.0,14527.0,2
id_71522,vw,2013,5,1500,117.0,3432.0,1
id_42170,bmw,2009,9,2300,192.0,198923.0,1
id_79840,vw,2012,6,1700,125.0,56640.0,2
id_89565,bmw,2010,8,3500,251.0,33794.0,0
id_57774,kia,2012,6,1400,93.0,21198.0,0
id_59278,ford,2009,9,1400,96.0,23505.0,1
id_45964,ford,2015,3,2200,154.0,12973.0,1
id_99295,vw,2013,5,1500,117.0,41103.0,0
id_724,bmw,2011,7,2500,224.0,2730.0,1
id_90736,bmw,2013,5,2300,205.0,34552.0,0
id_66650,ford,2012,6,2500,168.0,115025.0,7
id_10932,vw,2014,4,1200,99.0,37282.0,0
id_45509,vw,2016,2,1700,131.0,8249.0,0
id_60027,ford,2015,3,1800,133.0,6983.0,1
id_71959,ford,2015,3,3000,211.0,35641.0,0
id_21651,ford,2017,1,3000,220.0,10026.0,0
id_49190,ford,2012,6,1400,100.0,49890.0,0
id_65153,vw,2009,9,1200,93.0,34165.0,0
id_52257,vw,2010,8,1500,109.0,57777.0,1
id_63992,bmw,2014,4,1800,177.0,28486.0,2
id_8730,vw,2013,5,1700,131.0,30897.0,1
id_47379,ford,2016,2,2200,159.0,31581.0,0
id_54585,ford,2008,10,1400,93.0,6713.0,2
id_5350,kia,2010,8,1400,89.0,33328.0,3
id_75326,kia,2017,1,1200,88.0,1154.0,0
id_38176,bmw,2015,3,3500,285.0,36219.0,0
id_3593,ford,2011,7,3000,199.0,37841.0,0
id_62583,ford,2012,6,2000,137.0,8786.0,0
id_43318,ford,2009,9,1600,109.0,84614.0,1
id_30147,vw,2012,6,1900,144.0,76679.0,2
id_96045,vw,2011,7,2300,157.0,22308.0,0
id_40931,ford,2017,1,2500,184.0,2872.0,0
id_87268,bmw,2011,7,4000,316.0,6849.0,3
id_70234,bmw,2009,9,2500,214.0,24494.0,1
id_15464,ford,2015,3,3000,207.0,2747.0,1
id_66781,ford,2014,4,1600,115.0,6036.0,1
id_32798,ferrari,2016,2,5700,572.0,24811.0,0
id_586,kia,2014,4,800,60.0,82182.0,0
id_2700,kia,2013,5,800,60.0,6218.0,2
id_12296,vw,2008,10,1200,94.0,15384.0,3
id_62,vw,2008,10,3600,237.0,34258.0,2
id_61388,ford,2014,4,1400,105.0,30968.0,2
id_87821,ferrari,2008,10,3600,394.0,36258.0,3
id_4686,ford,2009,9,2200,148.0,49947.0,0
id_98929,ford,2017,1,2000,151.0,7291.0,1
id_81372,bmw,2017,1,1800,173.0,12857.0,0
id_47003,kia,2017,1,1200,86.0,503.0,0
id_98887,vw,2008,10,1500,104.0,37567.0,1
id_67779,bmw,2011,7,2500,232.0,7136.0,6
id_81596,vw,2011,7,2300,159.0,95054.0,1
id_20424,vw,2017,1,2300,175.0,3639.0,0
id_68804,ford,2008,10,2200,142.0,65547.0,3
id_66863,bmw,2013,5,4000,324.0,25575.0,0
id_60957,ford,2013,5,1100,80.0,10533.0,3
id_42634,ford,2014,4,2200,157.0,32782.0,0
id_31378,ford,2017,1,3000,215.0,6349.0,0
id_66425,ford,2015,3,1400,104.0,15957.0,1
id_79943,bmw,2008,10,3500,264.0,4717.0,1
id_77657,bmw,2009,9,3000,255.0,21034.0,2
id_39164,bmw,2013,5,4000,308.0,104851.0,0
id_66299,bmw,2017,1,1800,196.0,859.0,1
id_79033,ford,2011,7,1100,86.0,33472.0,2
id_73531,vw,2015,3,1200,102.0,93942.0,1
id_55968,vw,2017,1,1900,148.0,3678.0,0
id_53093,ford,2010,8,2200,147.0,79322.0,1
id_24920,ford,2012,6,2500,170.0,1009.0,2
id_79861,bmw,2008,10,4500,326.0,4697.0,3
id_95763,vw,2014,4,1500,121.0,22994.0,0
id_64246,vw,2015,3,3600,253.0,35413.0,0
id_16912,ford,2014,4,1600,121.0,40073.0,1
id_43375,bmw,2011,7,2300,184.0,7472.0,2
id_47570,vw,2009,9,1200,98.0,14369.0,3
id_88026,vw,2015,3,1500,127.0,9917.0,1
id_23317,bmw,2009,9,2500,191.0,42265.0,2
id_26614,kia,2013,5,1400,97.0,1584.0,1
id_33715,kia,2011,7,1000,70.0,50653.0,0
id_4969,bmw,2014,4,1800,171.0,10202.0,0
id_82343,ford,2008,10,1800,116.0,59991.0,1
id_2209,vw,2008,10,1200,85.0,36618.0,1
id_52137,vw,2015,3,3600,261.0,1897.0,0
id_5379,vw,2013,5,1200,93.0,21180.0,0
id_1034,vw,2014,4,1500,123.0,14100.0,2
id_31906,vw,2011,7,1200,92.0,2683.0,6
id_27136,bmw,2014,4,3000,262.0,7375.0,1
id_67314,ford,2016,2,2500,176.0,3809.0,0
id_81439,ford,2013,5,2500,177.0,3022.0,0
id_72497,vw,2009,9,1700,129.0,17740.0,1
id_89336,vw,2011,7,1200,96.0,18965.0,1
id_44454,vw,2015,3,1900,144.0,7322.0,2
id_94897,ford,2011,7,1800,128.0,46507.0,0
id_62511,bmw,2016,2,3500,278.0,4115.0,1
id_46153,vw,2017,1,1200,103.0,1314.0,1
id_17388,vw,2013,5,2300,173.0,20731.0,1
id_69854,ford,2008,10,1100,80.0,43330.0,6
id_87204,bmw,2012,6,3000,250.0,5243.0,0
id_67147,vw,2014,4,2300,168.0,8794.0,2
id_10278,kia,2015,3,1400,97.0,11385.0,1
id_75856,vw,2013,5,1500,116.0,6895.0,3
id_51975,ford,2014,4,2000,147.0,11345.0,2
id_20790,ford,2014,4,2200,156.0,39271.0,0
id_10362,kia,2016,2,1200,88.0,10634.0,0
id_94401,ford,2010,8,3000,197.0,14098.0,1
id_20565,bmw,2009,9,4500,328.0,126914.0,1
id_3637,vw,2013,5,2300,164.0,3120.0,0
id_35037,ford,2009,9,1400,96.0,23987.0,5
id_92145,vw,2008,10,1200,91.0,31496.0,2
id_37032,vw,2009,9,1900,137.0,14244.0,4
id_76267,vw,2010,8,3600,240.0,28920.0,2
id_43201,ford,2014,4,1400,107.0,20007.0,0
id_37745,bmw,2008,10,3500,264.0,80974.0,2
id_53347,vw,2010,8,3600,245.0,3953.0,1
id_41905,bmw,2014,4,2500,239.0,2841.0,0
id_27209,ford,2010,8,1400,101.0,68842.0,1
id_78176,vw,2017,1,1900,147.0,5190.0,0
id_26851,bmw,2012,6,2500,202.0,27995.0,0
id_55306,vw,2008,10,1900,139.0,3764.0,1
id_47161,ford,2009,9,2500,166.0,19468.0,5
id_78328,ford,2014,4,3000,208.0,6931.0,0
id_43040,ford,2012,6,2500,169.0,25238.0,2
id_56936,bmw,2010,8,4000,310.0,8472.0,0
id_83479,kia,2008,10,1400,87.0,73757.0,2
id_85505,vw,2016,2,3600,266.0,41546.0,0
id_10184,bmw,2017,1,2300,201.0,5460.0,0
id_67836,bmw,2012,6,3000,242.0,11467.0,0
id_52199,kia,2009,9,1000,68.0,32759.0,2
id_60609,vw,2016,2,1200,96.0,510.0,0
id_59694,ford,2009,9,2200,144.0,21431.0,3
id_36998,ford,2009,9,3000,194.0,5263.0,0
id_26372,ford,2009,9,1800,125.0,21491.0,2
id_92192,vw,2011,7,2300,157.0,36149.0,2
id_8074,vw,2015,3,1500,124.0,13640.0,2
id_30644,bmw,2013,5,3500,292.0,7131.0,1
id_59157,bmw,2010,8,3000,224.0,134167.0,1
id_41497,ford,2009,9,1600,108.0,51973.0,3
id_15033,bmw,2011,7,1800,154.0,26860.0,3
id_95724,bmw,2015,3,3500,275.0,85644.0,0
id_56976,ford,2015,3,2500,180.0,24064.0,2
id_44335,vw,2011,7,1700,127.0,45380.0,1
id_83552,vw,2011,7,1900,135.0,5523.0,1
id_88418,vw,2012,6,2300,162.0,18712.0,1
id_95291,vw,2012,6,2300,158.0,26299.0,0
id_45104,ford,2015,3,1800,134.0,7751.0,1
id_54151,vw,2014,4,3600,246.0,2930.0,2
id_90019,vw,2016,2,2300,168.0,23930.0,2
id_79397,ford,2013,5,1400,106.0,49932.0,0
id_57885,bmw,2017,1,2500,227.0,8894.0,1
id_87952,kia,2012,6,1100,77.0,7730.0,0
id_29881,bmw,2017,1,4000,321.0,5486.0,0
id_50184,ford,2010,8,1100,85.0,66720.0,2
id_78063,vw,2016,2,1900,148.0,4644.0,0
id_1818,ford,2011,7,1100,86.0,27535.0,2
id_51101,ford,2008,10,2000,131.0,18051.0,1
id_29523,kia,2014,4,1000,73.0,10369.0,0
id_54265,kia,2016,2,800,61.0,26249.0,0
id_60010,ford,2009,9,3000,195.0,145071.0,3
id_3629,bmw,2009,9,3500,257.0,80607.0,3
id_52061,ford,2012,6,1100,80.0,79253.0,4
id_80688,ford,2013,5,1400,103.0,45192.0,1
id_46840,vw,2015,3,1700,140.0,23389.0,1
id_29788,vw,2011,7,1700,124.0,94317.0,2
id_36314,ford,2010,8,1400,97.0,100152.0,1
id_28540,vw,2016,2,3600,261.0,2028.0,1
id_80337,vw,2014,4,1900,146.0,4388.0,3
id_29407,ford,2015,3,2500,176.0,40679.0,0
id_41688,ford,2017,1,1800,137.0,12531.0,0
id_2084,ford,2013,5,1100,86.0,2953.0,2
id_9766,kia,2014,4,1100,76.0,14641.0,0
id_78351,bmw,2016,2,3000,238.0,7633.0,0
id_77690,bmw,2009,9,3000,228.0,139301.0,2
id_52804,kia,2015,3,1400,101.0,8756.0,0
id_16363,kia,2013,5,1400,98.0,3052.0,1
id_50109,bmw,2017,1,4500,375.0,37814.0,0
id_15711,vw,2008,10,2300,148.0,3380.0,2
id_33913,ford,2016,2,2000,144.0,1835.0,0
id_18101,ford,2016,2,1400,111.0,24850.0,0
id_12904,ford,2012,6,1600,114.0,4430.0,1
id_68773,bmw,2011,7,3500,276.0,4111.0,2
id_81,vw,2008,10,2300,162.0,73168.0,0
id_74648,kia,2012,6,1100,77.0,15218.0,3
id_7193,vw,2017,1,1200,97.0,20070.0,1
id_76371,vw,2013,5,1700,127.0,35365.0,1
id_55868,ford,2009,9,2200,145.0,19087.0,4
id_26882,vw,2011,7,1700,122.0,10543.0,0
id_92588,ferrari,2017,1,5700,578.0,5123.0,0
id_97571,bmw,2017,1,1800,195.0,207.0,1
id_78223,ford,2010,8,1400,99.0,3312.0,1
id_98850,vw,2012,6,1900,144.0,2362.0,0
id_34973,vw,2015,3,1700,137.0,11062.0,1
id_40537,vw,2015,3,3600,259.0,48215.0,1
id_5988,vw,2013,5,1500,110.0,25036.0,1
id_65420,vw,2010,8,1700,124.0,71942.0,1
id_24955,ford,2011,7,1800,128.0,70211.0,0
id_47324,vw,2016,2,1200,97.0,1587.0,0
id_14168,bmw,2008,10,4500,321.0,24780.0,2
id_34126,ford,2012,6,3000,206.0,16941.0,1
id_86593,bmw,2011,7,3500,271.0,2595.0,4
id_91455,ford,2017,1,1800,135.0,449.0,0
id_56861,kia,2012,6,800,57.0,18844.0,0
id_72340,bmw,2012,6,2500,196.0,65948.0,1
id_94152,vw,2013,5,1200,99.0,7855.0,1
id_98281,vw,2011,7,1500,107.0,778.0,1
id_78537,kia,2015,3,1200,87.0,18033.0,1
id_14241,bmw,2016,2,2500,245.0,14529.0,0
id_50387,ferrari,2012,6,5000,413.0,151596.0,1
id_5235,kia,2013,5,800,56.0,38501.0,0
id_34530,ford,2014,4,1800,128.0,1537.0,0
id_49695,ford,2017,1,2000,151.0,2524.0,0
id_70304,vw,2013,5,2300,170.0,40375.0,1
id_20596,ford,2013,5,3000,209.0,12575.0,1
id_7997,ford,2013,5,2000,139.0,28131.0,1
id_2887,kia,2012,6,1000,69.0,3763.0,1
id_53105,vw,2013,5,1200,101.0,1606.0,1
id_73260,ford,2008,10,2200,146.0,35217.0,3
id_34691,vw,2012,6,1900,148.0,49828.0,5
id_63619,vw,2012,6,1500,111.0,9399.0,1
id_67191,vw,2011,7,2300,162.0,50984.0,3
id_9413,vw,2011,7,1200,96.0,45683.0,0
id_41644,kia,2010,8,800,57.0,42368.0,2
id_67842,ford,2009,9,3000,191.0,10170.0,2
id_65808,ford,2011,7,2200,153.0,5999.0,0
id_75040,bmw,2014,4,2300,210.0,59389.0,3
id_29814,ford,2008,10,2500,165.0,44954.0,9
id_42112,bmw,2015,3,4500,343.0,4172.0,0
id_23326,bmw,2016,2,2500,223.0,1226.0,0
id_78020,bmw,2014,4,3000,232.0,2769.0,0
id_83608,kia,2016,2,1200,89.0,29566.0,1
id_30740,ford,2013,5,2200,158.0,16660.0,2
id_16780,kia,2009,9,1000,65.0,2059.0,2
id_25707,bmw,2017,1,4500,377.0,2706.0,1
id_85991,vw,2014,4,1500,112.0,12123.0,1
id_9294,ford,2013,5,2500,168.0,85803.0,2
id_7521,ford,2017,1,2500,178.0,6926.0,0
id_64083,vw,2012,6,1900,138.0,1726.0,1
id_55987,ford,2010,8,2500,161.0,265.0,1
id_98518,vw,2015,3,1900,150.0,7862.0,1
id_67324,ford,2012,6,3000,199.0,31758.0,0
id_12059,ford,2009,9,1100,76.0,27680.0,2
id_94282,vw,2012,6,1700,130.0,21234.0,2
id_763,ford,2008,10,3000,192.0,80335.0,4
id_86484,bmw,2017,1,2300,218.0,8492.0,1
id_56270,kia,2015,3,1000,72.0,22558.0,0
id_28065,bmw,2016,2,3000,260.0,3035.0,0
id_39755,bmw,2009,9,2300,194.0,175991.0,3
id_82718,bmw,2012,6,2500,218.0,95596.0,0
id_79675,vw,2013,5,2300,169.0,15952.0,0
id_52237,ferrari,2017,1,5700,558.0,11568.0,1
id_98861,vw,2012,6,1900,136.0,21169.0,1
id_88887,vw,2012,6,1500,116.0,10828.0,3
id_23140,ford,2014,4,2000,144.0,25378.0,2
id_80368,kia,2015,3,1100,80.0,22976.0,0
id_84479,ford,2013,5,1800,128.0,28633.0,2
id_26381,ford,2013,5,2000,141.0,85554.0,0
id_33731,vw,2017,1,3600,263.0,5439.0,0
id_15864,bmw,2012,6,3500,268.0,17769.0,1
id_51514,kia,2015,3,1200,87.0,743.0,0
id_64130,bmw,2012,6,4000,314.0,93997.0,1
id_26457,bmw,2014,4,3500,303.0,44582.0,0
id_81558,vw,2013,5,2300,173.0,24379.0,0
id_60210,bmw,2014,4,3500,281.0,30618.0,1
id_4068,vw,2008,10,3600,232.0,5918.0,1
id_94707,ford,2016,2,2000,148.0,10344.0,0
id_31380,ford,2014,4,1800,131.0,17331.0,0
id_43623,bmw,2009,9,3500,256.0,32085.0,3
id_61612,ford,2013,5,1100,80.0,19262.0,1
id_7223,vw,2013,5,1900,137.0,14672.0,1
id_38518,kia,2011,7,1400,93.0,37918.0,1
id_23382,bmw,2013,5,2500,225.0,53159.0,0
id_52888,ford,2013,5,1600,120.0,19465.0,1
id_13578,bmw,2011,7,4500,327.0,18985.0,1
id_4701,ford,2010,8,1800,119.0,53796.0,3
id_5909,kia,2016,2,1000,72.0,9943.0,0
id_4119,vw,2013,5,1500,121.0,34795.0,1
id_62586,bmw,2008,10,1800,174.0,11778.0,2
id_8168,vw,2016,2,1200,105.0,18373.0,0
id_6230,kia,2012,6,1000,71.0,201984.0,0
id_39985,ford,2009,9,3000,195.0,48789.0,2
id_80052,vw,2014,4,1700,133.0,31924.0,1
id_69167,vw,2016,2,3600,266.0,28693.0,0
id_79518,vw,2008,10,3600,238.0,1793.0,2
id_53088,vw,2013,5,1500,117.0,41681.0,1
id_86839,kia,2014,4,800,57.0,3371.0,0
id_64199,bmw,2010,8,3000,242.0,12882.0,2
