id,value
id_42305,3552
id_32965,7856
id_82698,5504
id_59013,11744
id_35218,11648
id_92093,9024
id_66739,272
id_85833,5920
id_38377,5200
id_51616,-2848
id_74953,-1664
id_56555,19040
id_43500,-6192
id_8796,6976
id_97478,10016
id_4836,544
id_28064,-1088
id_76966,6976
id_13841,7968
id_44112,320
id_35604,21408
id_32249,20176
id_89790,5248
id_24049,1792
id_55745,8512
id_89724,3456
id_25963,6176
id_12977,-864
id_29115,8864
id_54251,10240
id_5863,12128
id_21942,1120
id_7034,9776
id_99514,-4064
id_56362,1312
id_94027,19360
id_51034,9392
id_5388,15680
id_76814,5296
id_16056,15392
id_22116,10800
id_94625,7984
id_71985,9248
id_19435,-4992
id_22733,7936
id_72115,-6080
id_8006,5728
id_93955,8848
id_36284,4544
id_19513,5888
id_72174,8032
id_50374,8704
id_88355,5328
id_33048,3840
id_27950,7136
id_77350,5984
id_30370,1760
id_1055,10080
id_18961,4832
id_65323,17968
id_50453,14176
id_54949,-80
id_16004,12448
id_71560,10640
id_91967,-672
id_21386,7648
id_9906,19104
id_24792,5984
id_94665,5600
id_26654,7808
id_43584,4672
id_93699,7552
id_73376,-960
id_11250,5184
id_30833,3264
id_95645,4224
id_61013,11808
id_91301,3008
id_38712,3392
id_99122,9408
id_85289,-3456
id_92946,6912
id_6258,11520
id_85361,8992
id_78391,79424
id_51246,10368
id_43018,2928
id_57197,13248
id_35055,928
id_66063,3616
id_7177,9280
id_86672,-5440
id_28373,2704
id_2549,21824
id_7631,17632
id_91976,15904
id_71485,-672
id_31612,7456
id_62791,3440
id_81810,17680
id_25426,5472
id_19648,4704
id_81268,5936
id_31137,3264
id_25436,15776
id_2668,67584
id_9215,9360
id_20900,7712
id_77954,1920
id_55856,992
id_29155,7488
id_9552,12672
id_47113,-10944
id_76758,2880
id_71903,11968
id_71128,1472
id_79734,12576
id_55143,992
id_10833,5344
id_43276,11520
id_40611,13056
id_99796,6192
id_34329,10736
id_43303,5088
id_41973,6752
id_67085,9056
id_96166,4048
id_27864,8864
id_37381,6080
id_70246,6448
id_11826,6912
id_81499,11312
id_3024,-352
id_17604,17888
id_91823,6528
id_29905,5360
id_89538,-2544
id_14264,1344
id_1762,10240
id_45451,-4608
id_40303,16352
id_55380,4096
id_75029,6192
id_73132,6080
id_82368,9776
id_78416,87120
id_78850,-4880
id_71708,19712
id_82095,88400
id_92657,8768
id_71723,3056
id_67043,12544
id_30495,23936
id_71733,6496
id_38705,192
id_45528,15392
id_80284,9632
id_20230,71376
id_7926,5120
id_6147,8512
id_79294,9472
id_63377,3936
id_68377,7520
id_24802,8800
id_8809,89888
id_62134,4736
id_78990,6432
id_83984,288
id_7053,6080
id_31346,2688
id_71007,12320
id_99075,19936
id_39889,7152
id_81987,3520
id_51488,16096
id_34202,64
id_1683,9472
id_32377,-4576
id_33402,13184
id_11257,4032
id_21957,80864
id_94939,1792
id_67786,640
id_54475,13408
id_23985,8416
id_37537,-4128
id_52983,6016
id_7486,12480
id_78617,11328
id_88584,7248
id_31821,7888
id_84176,11648
id_18842,-1088
id_90924,9120
id_47961,23360
id_91998,1472
id_11965,5216
id_81048,576
id_9544,656
id_2692,1920
id_17942,14672
id_70829,12384
id_51622,6976
id_48848,6192
id_80390,-352
id_22055,2608
id_85816,18080
id_91219,25344
id_7259,14464
id_42735,4768
id_66028,3008
id_19932,4480
id_21912,5008
id_62527,6432
id_88940,1248
id_51061,-640
id_34460,23456
id_34617,6208
id_99798,2016
id_51359,7488
id_9871,82080
id_99973,10304
id_51637,-1504
id_87256,7024
id_67337,5344
id_38783,-576
id_96827,6720
id_65725,3712
id_58037,6048
id_453,11968
id_34817,3392
id_6016,-1408
id_67616,19040
id_61397,12960
id_54327,10048
id_98026,16960
id_24832,7744
id_65590,5088
id_81646,3776
id_61528,9248
id_89066,3088
id_7476,2336
id_72090,-4144
id_58716,2112
id_12069,9344
id_28640,11904
id_16083,11760
id_97980,7744
id_89519,-512
id_87500,18256
id_94545,9120
id_43119,11088
id_95174,11552
id_24299,9232
id_6636,-448
id_52860,6160
id_63,12480
id_62666,8960
id_56863,3232
id_52742,6096
id_65620,4768
id_45310,1152
id_82632,2624
id_9509,5696
id_46063,78144
id_67018,848
id_82967,16576
id_50089,2464
id_35567,5504
id_35345,8064
id_20939,10752
id_85113,6800
id_5552,10608
id_70620,7552
id_22195,8528
id_19203,-1440
id_17445,13520
id_75021,13536
id_26102,-1120
id_37376,576
id_33328,10832
id_81682,24832
id_79650,4272
id_10966,11776
id_67142,9968
id_13631,16576
id_14805,1600
id_7746,7744
id_32552,2672
id_50670,-1056
id_16904,6544
id_4224,17248
id_62183,2080
id_13032,8480
id_12696,-336
id_80790,1280
id_11262,-928
id_75559,6080
id_55127,11264
id_92870,11984
id_51931,5376
id_49721,9040
id_78573,11968
id_8611,19584
id_6303,-320
id_54898,-1024
id_714,1472
id_3520,-4064
id_89137,2896
id_71994,3328
id_5377,10464
id_99450,22976
id_8754,11072
id_64876,-608
id_49018,5792
id_56437,14192
id_598,19712
id_39213,1344
id_97718,6544
id_45344,-192
id_235,5792
id_93197,7424
id_96782,14288
id_81053,4128
id_84207,3520
id_87848,-64
id_33691,3552
id_54390,3824
id_76988,-1024
id_70160,15872
id_84441,5168
id_39441,6416
id_6876,6464
id_99157,1888
id_13058,2880
id_33049,13568
id_60943,384
id_9505,5696
id_2169,8304
id_92364,-1280
id_2377,17440
id_5311,5040
id_30300,9472
id_59453,13952
id_9492,15568
id_97911,1152
id_36169,4608
id_49797,11536
id_22089,-1152
id_40177,13696
id_36366,10368
id_26478,79104
id_83988,11552
id_75968,672
id_7279,8544
id_70712,2848
id_16321,5248
id_8731,9296
id_42173,7808
id_31287,4832
id_39944,-288
id_21304,12928
id_63841,-2368
id_85590,11648
id_86113,9568
id_10476,4304
id_63075,6304
id_48153,-2528
id_13306,-2144
id_40334,9248
id_524,4512
id_18739,7584
id_7143,4064
id_34772,-176
id_57936,12336
id_1206,8720
id_36482,4160
id_24827,15312
id_48085,8272
id_36315,1360
id_80980,9856
id_94418,9536
id_35404,2080
id_61341,11264
id_49065,6528
id_75496,4336
id_37045,-672
id_48789,5040
id_41514,8256
id_4514,8704
id_42200,-1024
id_75157,22912
id_61895,1088
id_66566,18880
id_86058,16928
id_27178,5536
id_32399,384
id_90573,12288
id_97774,14288
id_5706,1600
id_39443,160
id_96096,3920
id_11710,20608
id_61963,13328
id_51531,256
id_42221,3504
id_11219,9920
id_93911,10912
id_53941,22272
id_57711,5712
id_23167,1792
id_16245,9216
id_2902,8992
id_5339,6656
id_26276,12192
id_11506,1120
id_85604,15552
id_11690,10560
id_22914,6912
id_84273,10592
id_86106,1792
id_3416,3104
id_52182,576
id_3324,-784
id_56813,10560
id_86556,10624
id_81347,6032
id_24912,7712
id_93037,25440
id_81537,2464
id_8631,10848
id_60616,4160
id_83861,1088
id_26043,4896
id_91545,3088
id_44772,20288
id_84365,84976
id_55093,2048
id_44952,752
id_92857,12224
id_82403,7648
id_99251,2112
id_243,11040
id_39913,8960
id_624,15088
id_42486,2368
id_63434,480
id_49005,3200
id_92309,19968
id_15054,7456
id_72287,9296
id_80521,10096
id_65230,32
id_96245,-2304
id_53181,5168
id_45613,3008
id_65016,4976
id_24750,94128
id_43940,10432
id_68366,17120
id_9644,14208
id_13279,7776
id_87060,2112
id_920,86912
id_58311,672
id_74981,12400
id_46200,18912
id_51697,-2112
id_49049,8640
id_51803,-32
id_92687,87488
id_80212,7904
id_65648,17552
id_37175,16544
id_33990,-2016
id_78368,-1120
id_32528,4448
id_12638,8704
id_91803,4800
id_59291,19520
id_74306,6464
id_97178,23168
id_91100,4480
id_30201,7520
id_25094,3136
id_684,704
id_79893,9264
id_82786,10112
id_6912,10256
id_35889,-4896
id_17464,89616
id_89575,1056
id_21121,6544
id_22397,11632
id_17818,-288
id_98560,12800
id_5713,2016
id_76292,9392
id_28821,7360
id_5298,9552
id_47056,0
id_41877,20256
id_54893,9664
id_92267,5408
id_41921,-2912
id_14199,8400
id_28574,15520
id_82190,-1248
id_52785,2800
id_47101,13424
id_36768,77600
id_85070,11584
id_62965,4192
id_47447,15456
id_33200,12320
id_82028,8688
id_4425,12224
id_81469,544
id_56364,-4704
id_72342,3424
id_84484,3152
id_40839,-768
id_52178,13376
id_71349,9856
id_94551,6272
id_89522,23072
id_95139,6368
id_49775,10656
id_1406,10032
id_68759,76768
id_73005,6704
id_76932,2848
id_42784,8224
id_6219,-3248
id_40093,20384
id_65159,2368
id_49487,4400
id_59379,9824
id_44529,7552
id_49207,6752
id_61904,14912
id_90496,8176
id_84749,2560
id_28180,544
id_62922,5264
id_29351,15888
id_49210,-4864
id_59206,23776
id_89778,1024
id_9395,9568
id_22639,-3744
id_41868,1744
id_78447,8832
id_798,20224
id_10609,81808
id_12705,9312
id_14676,13216
id_12508,-1920
id_56676,864
id_26646,6624
id_9674,5920
id_52355,23296
id_5695,12864
id_54260,5216
id_63873,3504
id_89289,1408
id_85258,2048
id_30847,10688
id_40237,10128
id_89632,2688
id_44961,9536
id_59788,6528
id_57407,16864
id_60421,4480
id_53695,7792
id_44015,23360
id_68085,288
id_75715,12272
id_65469,5984
id_12875,10304
id_94017,3296
id_7434,-416
id_37076,12448
id_49271,1120
id_52803,11648
id_98371,4096
id_70293,-544
id_15268,-544
id_64266,704
id_42789,19520
id_85663,9568
id_62790,8352
id_51739,11488
id_28592,92544
id_48186,4512
id_7685,9056
id_38319,3040
id_69274,-480
id_48742,14304
id_85370,8960
id_39102,6448
id_54480,12144
id_66736,3456
id_38167,864
id_69163,7168
id_65343,5728
id_40571,6720
id_29120,-1920
id_19337,3792
id_20831,-3584
id_29947,22752
id_14898,3328
id_952,-1152
id_99491,1952
id_82612,9328
id_35622,21024
id_10964,13024
id_77542,-3968
id_73314,4320
id_187,6432
id_11458,5168
id_5360,12736
id_2903,12256
id_1984,8656
id_50707,6768
id_76934,9472
id_56752,15104
id_29963,11216
id_28007,9440
id_92532,17216
id_9425,6624
id_7383,5952
id_45038,10976
id_31176,2512
id_96344,8480
id_70264,64
id_99155,-1600
id_86176,11664
id_15324,9888
id_34224,-7616
id_91905,82224
id_97155,21376
id_92433,8656
id_72576,15808
id_86478,22048
id_39820,6400
id_8455,4224
id_39151,8832
id_22199,3520
id_27215,6048
id_3817,16704
id_71997,5888
id_30860,21472
id_86600,18256
id_63101,15904
id_50850,19136
id_28271,4704
id_76655,7520
id_10144,-14240
id_53152,-512
id_20319,1568
id_44669,1056
id_16794,5408
id_53531,11776
id_53445,7296
id_54860,16544
id_14207,-3008
id_27405,21568
id_6162,4496
id_36667,4992
id_2059,2608
id_22181,8384
id_77330,5856
id_17911,4704
id_66931,10224
id_29225,5024
id_35452,288
id_31386,736
id_65266,18896
id_65319,9184
id_35593,10768
id_72911,-6064
id_46357,12640
id_92941,70624
id_37994,-1504
id_79409,11648
id_53508,9120
id_35230,14016
id_16706,3488
id_19000,4512
id_94264,9312
id_98459,18240
id_44395,4464
id_3464,7472
id_14475,5312
id_66834,20704
id_70181,2480
id_81321,7968
id_5660,6896
id_93474,-1152
id_89517,11120
id_60244,10336
id_10345,4384
id_48411,19504
id_65257,5728
id_28749,21824
id_73100,7264
id_8645,12768
id_54735,25216
id_38990,1008
id_72706,17664
id_98911,9856
id_97413,11408
id_96285,6144
id_6203,6512
id_3521,16544
id_15566,7232
id_51993,7840
id_82604,5152
id_15938,11568
id_23650,4128
id_54495,10240
id_92291,-5280
id_92600,21216
id_83437,4832
id_96174,-5216
id_59563,5088
id_87053,352
id_88218,8288
id_33822,-1536
id_4619,-1568
id_80538,6464
id_95438,18912
id_83196,4256
id_32519,11296
id_71751,7872
id_63926,3840
id_972,976
id_47338,2192
id_11716,8464
id_58074,25376
id_6667,8544
id_33515,6176
id_4857,10432
id_90708,2432
id_16646,21056
id_36737,-2448
id_21920,18688
id_96394,9664
id_12118,11136
id_49416,3648
id_43767,18656
id_22640,3392
id_38406,5472
id_92733,7904
id_88890,3536
id_64304,544
id_70638,1184
id_10636,8704
id_34993,9824
id_36681,15840
id_55570,3920
id_78011,11808
id_37419,4192
id_98460,7072
id_88439,5136
id_30577,-192
id_21530,-4080
id_54915,1888
id_39000,-3424
id_93785,10080
id_95442,-1440
id_13336,752
id_2489,5792
id_11156,704
id_91163,7296
id_28944,4928
id_98412,8496
id_64729,1520
id_74501,-1200
id_73399,4784
id_20447,13056
id_13943,17312
id_27291,5312
id_19456,8128
id_78335,-2496
id_98188,7648
id_9020,4064
id_4377,2000
id_95952,11920
id_34589,3296
id_21020,12992
id_66459,2912
id_91898,6688
id_79859,-2240
id_44549,14976
id_47061,3024
id_91703,8704
id_91350,12800
id_5927,7456
id_94378,8192
id_51645,10336
id_54550,6080
id_29630,7440
id_26780,5664
id_41055,-1728
id_15327,1568
id_65704,8384
id_53598,8816
id_33508,-2112
id_68356,10784
id_7226,-5248
id_55062,-3296
id_12949,6624
id_53843,6464
id_15047,3008
id_48312,14784
id_81730,-10080
id_17438,-1536
id_8056,7968
id_8865,11312
id_41346,15104
id_18707,9408
id_66683,8352
id_87646,6976
id_25654,9760
id_15130,2112
id_12770,1280
id_56333,11456
id_45386,5856
id_12523,5344
id_34568,2944
id_64687,4384
id_95879,3280
id_79121,1552
id_16595,5184
id_38554,15008
id_94641,4064
id_6325,2208
id_10774,3360
id_85520,85872
id_35363,6112
id_21950,6528
id_42647,7328
id_90775,8480
id_49691,9536
id_17340,21984
id_20538,10304
id_61430,14912
id_9944,86576
id_29281,3248
id_78059,15840
id_69114,12000
id_62457,8464
id_5244,1600
id_10567,12160
id_34961,11264
id_69136,4832
id_38811,8992
id_88419,80592
id_17694,-3936
id_55028,9072
id_34148,2816
id_31003,5056
id_48209,7584
id_43416,1152
id_72329,14080
id_71862,8384
id_88454,4032
id_53025,96
id_29418,8816
id_35792,12352
id_5673,-704
id_19921,5920
id_73008,10464
id_80506,7792
id_2329,1216
id_78976,4896
id_74969,10176
id_18848,6016
id_50645,6736
id_63347,288
id_26842,-864
id_2088,3840
id_48106,3968
id_78643,15008
id_38795,11584
id_35041,1904
id_95271,10432
id_82702,9952
id_57282,704
id_45083,1280
id_38861,-512
id_25391,21152
id_76864,-720
id_46677,18752
id_25222,3328
id_94439,-928
id_72117,7488
id_6741,14432
id_529,22016
id_44595,944
id_29130,4640
id_95556,3280
id_91372,9680
id_48011,10016
id_1407,9824
id_90724,3088
id_28998,8160
id_72917,7040
id_43426,11664
id_21621,6976
id_53022,23232
id_40443,1952
id_73661,10880
id_63291,400
id_7009,15008
id_12505,9376
id_54598,3920
id_31329,10528
id_60495,-448
id_91477,13792
id_996,10544
id_84189,10976
id_98733,17696
id_76114,7072
id_25299,-1440
id_3814,11552
id_36130,-3888
id_75032,7744
id_2061,14720
id_73634,12288
id_80210,3328
id_92127,8752
id_32570,10368
id_64478,10176
id_12311,4016
id_10479,1280
id_17621,6736
id_34014,16448
id_78236,4128
id_82037,10608
id_99085,-4080
id_47351,3216
id_60729,-1648
id_72692,16992
id_33671,7200
id_42379,8000
id_33514,3136
id_45996,9424
id_41586,9408
id_72821,6720
id_61718,8256
id_96741,9280
id_32110,15200
id_85720,2944
id_48172,14400
id_73011,5216
id_52664,18176
id_80530,6624
id_75350,4512
id_4025,5664
id_16957,17056
id_97360,8592
id_49895,24704
id_99159,5056
id_49316,6672
id_58476,5248
id_82250,7904
id_56923,8096
id_13622,7648
id_85597,8320
id_80607,4704
id_45443,5616
id_34303,8032
id_71777,18784
id_96318,4512
id_90103,73888
id_21918,8384
id_63231,8096
id_27108,5632
id_18804,-7280
id_70655,1344
id_40952,11296
id_83602,9568
id_63507,2528
id_99987,9120
id_44461,13760
id_14825,2624
id_27265,14560
id_86127,6624
id_44649,9888
id_10300,7680
id_17542,2560
id_59021,12128
id_39001,2656
id_56841,1040
id_16593,9952
id_73167,20192
id_79780,3680
id_98220,12224
id_50798,8384
id_6603,8096
id_41826,78480
id_67885,5728
id_88917,10160
id_31228,5856
id_49839,14912
id_22309,5552
id_38033,8192
id_93274,-3552
id_70393,12448
id_58566,79392
id_52332,2592
id_70154,5408
id_79789,11040
id_1737,4288
id_55356,12032
id_9936,-2848
id_48422,10176
id_52732,8960
id_60907,17248
id_79699,-320
id_96147,1696
id_58196,10672
id_95190,3712
id_10605,-1152
id_71913,7296
id_73377,-2560
id_13078,-480
id_19690,10544
id_36084,7904
id_46247,8576
id_41614,5168
id_88555,17536
id_72698,5312
id_52671,3008
id_53272,15168
id_84579,2368
id_9542,9984
id_40014,-4992
id_31733,1408
id_71288,1664
id_73863,6304
id_14853,8096
id_76270,8032
id_99979,65840
id_84166,10896
id_1118,16768
id_16454,2512
id_44295,6688
id_28186,14240
id_81755,-128
id_9606,15344
id_34565,4768
id_42421,8512
id_95173,8864
id_68083,9856
id_36601,6272
id_67872,-2528
id_51860,9808
id_66939,3264
id_13848,19584
id_58016,18144
id_89436,10880
id_23532,5904
id_92710,11200
id_91315,10640
id_24219,18912
id_11306,6672
id_46547,8736
id_87810,16224
id_51452,7520
id_27761,6912
id_50573,8032
id_38451,13088
id_93617,12160
id_80453,-2976
id_51735,10272
id_18469,18016
id_35344,9184
id_7710,4320
id_67173,-4384
id_18382,5536
id_92818,24800
id_70797,7520
id_30303,-1824
id_44377,3232
id_90667,12256
id_41111,3232
id_94431,368
id_68430,11328
id_99112,5536
id_29531,7744
id_97362,2752
id_11025,5808
id_22177,19616
id_62350,3728
id_43882,19232
id_27118,9696
id_36577,9504
id_87301,21696
id_43990,6432
id_56109,5216
id_27744,11360
id_20044,22880
id_50884,15296
id_51521,3040
id_76080,5808
id_67518,11968
id_17270,-4608
id_52381,9168
id_68170,8608
id_46849,5360
id_39115,12640
id_98603,6976
id_54272,15200
id_74013,11200
id_35557,3040
id_43385,11840
id_99036,19568
id_59026,8224
id_64533,5312
id_41970,2112
id_4110,7744
id_40502,9968
id_50568,8848
id_59188,4608
id_24595,21920
id_27254,6304
id_44367,10176
id_3375,16320
id_73643,5152
id_35355,3968
id_49898,-4160
id_21077,3104
id_48537,8928
id_89382,2000
id_4826,5056
id_47737,5376
id_91961,5584
id_18236,6256
id_35451,4432
id_79579,-2688
id_80327,74448
id_94638,1936
id_72345,11296
id_42105,528
id_34587,7328
id_98565,-448
id_30862,15584
id_20982,13168
id_30414,3920
id_38263,8880
id_62903,10624
id_10282,5728
id_88745,10416
id_72776,-4544
id_35147,5328
id_295,10112
id_37961,2112
id_98487,20160
id_92830,14768
id_75959,944
id_3610,6304
id_81375,8896
id_53043,1216
id_33413,11856
id_70706,8096
id_64011,6464
id_59923,6112
id_62632,12256
id_43009,11904
id_93710,2112
id_16302,11264
id_17436,6400
id_52375,8048
id_84528,12528
id_88425,2144
id_1634,11456
id_13301,-576
id_93671,5344
id_97772,7968
id_27833,6304
id_64767,-1344
id_5485,1568
id_81509,1024
id_73347,14384
id_84683,4352
id_17385,4128
id_4275,10784
id_5543,5728
id_41234,19008
id_77706,12768
id_501,11808
id_46019,18880
id_56087,9120
id_7044,8000
id_18201,1312
id_67016,10000
id_82583,288
id_70418,10048
id_70720,5696
id_44761,11472
id_31362,8960
id_68569,12000
id_21698,1440
id_1346,1600
id_69549,4448
id_9135,7744
id_80826,14960
id_21026,20800
id_83030,14976
id_15884,16512
id_67430,11520
id_40372,7152
id_13722,82448
id_17569,-608
id_60824,5920
id_34012,11616
id_60806,17344
id_59648,10944
id_64104,8640
id_72130,12800
id_74792,14336
id_76666,8736
id_55216,6336
id_58022,-1920
id_82590,-416
id_60213,21728
id_44363,5872
id_67854,6144
id_94825,10720
id_45335,5328
id_55499,816
id_47286,8896
id_863,23424
id_80842,19520
id_81388,816
id_35231,3360
id_40384,13472
id_42419,7024
id_2380,-6976
id_50510,12320
id_6197,9056
id_19899,18816
id_35552,1920
id_26254,11616
id_73975,6944
id_13959,-8448
id_74670,13152
id_70286,14368
id_92576,7584
id_52187,2208
id_72178,13840
id_72349,8096
id_96291,2448
id_72644,-96
id_25731,5408
id_7957,15808
id_23863,3104
id_68413,6640
id_54357,92528
id_48876,-1952
id_76848,5152
id_73953,3952
id_18072,8928
id_98179,15136
id_45614,6976
id_53145,10176
id_70723,12576
id_99003,-3040
id_64037,6704
id_48723,6080
id_84969,10672
id_9787,10944
id_85106,5472
id_46448,3456
id_89017,15152
id_67255,10784
id_34314,11168
id_25025,6048
id_19976,3504
id_10817,2112
id_12737,2448
id_94947,6032
id_76570,10368
id_10684,9808
id_99329,10272
id_78142,23200
id_39774,6464
id_94529,3360
id_28121,-2144
id_41320,5472
id_39579,2592
id_44926,7056
id_27461,10016
id_78350,-5696
id_39552,19232
id_68033,12640
id_51727,20288
id_54226,8640
id_39051,7232
id_8582,7872
id_81104,5104
id_6099,688
id_7439,7456
id_2742,11152
id_77865,1472
id_20083,6272
id_96538,10720
id_317,11744
id_94695,3136
id_12704,6944
id_22813,5056
id_74753,7264
id_14293,14656
id_22183,8000
id_27014,8480
id_26661,19264
id_68183,7168
id_70165,13248
id_43894,7264
id_49874,19072
id_5010,7584
id_11858,-2608
id_74956,9344
id_27691,25312
id_81087,9248
id_71362,5696
id_797,10384
id_96783,7264
id_30266,-1856
id_18219,2304
id_67339,10528
id_36211,3904
id_66401,4256
id_93843,7168
id_20726,7360
id_9518,21472
id_34123,13600
id_51941,-2464
id_1814,-2400
id_13649,-576
id_79937,8736
id_3568,5120
id_59823,5904
id_69487,14928
id_7597,4800
id_3501,1440
id_26853,11008
id_78768,8064
id_92249,4656
id_43935,3744
id_93957,3680
id_4979,14720
id_34870,9136
id_62680,864
id_24609,6208
id_89046,22528
id_46347,3712
id_85336,6560
id_7281,8576
id_24051,448
id_21832,8832
id_28366,-2464
id_91182,9792
id_49790,14768
id_91666,1552
id_7622,5536
id_34073,3568
id_10768,2592
id_73685,7440
id_56299,10016
id_39568,560
id_64295,15264
id_35874,5424
id_78887,10688
id_13625,13344
id_71364,544
id_86121,7840
id_60502,7680
id_87464,3008
id_44833,2176
id_15941,7824
id_27814,4896
id_74516,8192
id_7661,8672
id_54057,9376
id_92902,85920
id_48785,992
id_67308,7264
id_49117,480
id_33808,8640
id_53115,2656
id_80259,1920
id_37656,8544
id_55595,-256
id_83619,17856
id_48620,1952
id_21909,800
id_52390,10304
id_38404,-8032
id_30428,16352
id_19958,10016
id_24004,6592
id_91484,-864
id_55317,10208
id_893,592
id_63215,5184
id_72961,5472
id_30281,23040
id_46901,8304
id_10751,14624
id_84459,3008
id_37541,12864
id_80199,17312
id_31962,5760
id_20268,9696
id_9580,9344
id_85356,5280
id_50768,7968
id_6536,7936
id_92141,20416
id_65711,4064
id_85652,-3456
id_39426,10240
id_52297,20928
id_63406,6144
id_98941,1792
id_67463,9760
id_66923,3040
id_38612,3456
id_45440,6048
id_12104,26624
id_23880,1936
id_68412,7072
id_10261,12992
id_61290,3360
id_81663,9200
id_27693,9264
id_56967,784
id_84559,544
id_18931,11968
id_11412,4144
id_44218,2720
id_61184,3392
id_71070,8608
id_14339,9872
id_54854,10272
id_46921,7632
id_67387,9232
id_90035,3520
id_39839,5568
id_77742,544
id_50297,3232
id_17868,-1312
id_93349,9088
id_99690,75616
id_30861,5728
id_62729,14656
id_55615,9952
id_19966,6144
id_21432,7616
id_3486,-1152
id_57534,83984
id_55323,6016
id_15408,13440
id_98876,192
id_93385,17088
id_39121,11232
id_89491,10016
id_69353,6480
id_80403,-1536
id_28205,91184
id_40107,24608
id_48703,78304
id_66004,-2144
id_85122,2528
id_56292,7056
id_40379,5312
id_47893,19424
id_12451,2880
id_68900,-3040
id_62304,9536
id_3146,-1984
id_99147,4448
id_75254,11040
id_99066,3136
id_33768,-3488
id_80647,5088
id_95354,6144
id_80177,6496
id_92379,6720
id_37915,10240
id_71919,19168
id_44338,1536
id_9682,4224
id_10694,16576
id_80335,8512
id_20631,18944
id_88133,7392
id_30542,3968
id_73840,-3968
id_30237,11872
id_28911,8384
id_57875,11040
id_22527,13824
id_69387,1280
id_11900,5536
id_46752,10560
id_32501,4672
id_46673,4032
id_69235,8176
id_71034,1840
id_41669,5728
id_95161,9280
id_82079,29152
id_4549,10944
id_36062,14496
id_18367,9472
id_22586,3376
id_30611,21504
id_8300,10688
id_43768,-2480
id_79145,544
id_44292,1408
id_92940,13376
id_47853,-6656
id_79723,5856
id_92483,-832
id_30993,2016
id_4664,1776
id_27944,4992
id_61423,6496
id_88998,1024
id_13570,1632
id_44718,5824
id_92401,10176
id_86762,2784
id_47487,19488
id_83417,3712
id_24809,21088
id_49985,-3136
id_85152,2752
id_75927,1024
id_24081,8896
id_87116,-512
id_83761,8928
id_27568,5504
id_2808,4832
id_47751,14304
id_95345,6368
id_54833,10720
id_98814,8544
id_77491,5024
id_54412,2976
id_43379,1632
id_62924,10928
id_37171,1424
id_46757,11536
id_54111,20048
id_45982,86736
id_16316,12384
id_46871,18112
id_99240,13696
id_5744,14592
id_219,8720
id_81189,5472
id_81286,7232
id_97631,17184
id_41354,-64
id_62753,1040
id_66466,-2208
id_89363,87088
id_54572,8608
id_20438,896
id_48946,5184
id_63740,-3232
id_92847,10000
id_95225,2464
id_6552,672
id_76475,9216
id_15909,4576
id_52080,12960
id_22702,12720
id_88598,19904
id_54861,7184
id_36866,15296
id_12589,-992
id_84796,3616
id_14056,12800
id_36331,1344
id_97811,2560
id_1940,704
id_43273,640
id_27602,1312
id_81865,-2288
id_63789,12064
id_70995,24672
id_36783,26240
id_43098,7136
id_50103,4160
id_62987,18912
id_84431,2560
id_35217,8448
id_80690,7360
id_81737,6944
id_62108,13184
id_23696,4048
id_3653,12352
id_1282,11024
id_62598,87904
id_64092,-2208
id_77387,-544
id_26115,19344
id_83546,8608
id_34879,15840
id_7981,14928
id_12626,5952
id_46605,8768
id_16049,6560
id_77640,4576
id_5882,12608
id_89796,84960
id_39732,-1984
id_99982,19808
id_97747,13696
id_72856,7488
id_66514,2576
id_41774,8672
id_48350,65168
id_96531,17760
id_66841,8896
id_35329,2016
id_39942,9504
id_58377,7168
id_78285,6816
id_74820,3744
id_34581,11328
id_39025,8704
id_48269,11344
id_74873,7840
id_85637,17632
id_71875,-1376
id_99970,9856
id_8857,7040
id_92157,5856
id_15994,12288
id_48401,2624
id_68783,-272
id_2961,12544
id_78978,8208
id_55862,12192
id_76842,48
id_66812,8032
id_48868,3200
id_1667,8080
id_70597,-4192
id_27547,16064
id_15397,2912
id_53840,7424
id_36974,3552
id_95259,27872
id_39842,2752
id_98758,98112
id_95702,10048
id_95792,13296
id_91776,5856
id_4257,11296
id_73758,7264
id_75569,10880
id_58330,5952
id_66464,8688
id_33316,19696
id_63078,4480
id_58952,13856
id_99150,4032
id_88004,-2048
id_21819,6496
id_65329,3648
id_95765,11408
id_29718,7616
id_34857,9488
id_74625,-6592
id_4569,128
id_29785,5744
id_68527,9888
id_33315,10784
id_34388,87664
id_14525,17632
id_73409,5408
id_26262,9312
id_24169,-672
id_87028,4544
id_86443,-4768
id_18869,10176
id_14943,7936
id_88918,3936
id_65187,224
id_63363,-672
id_85339,15840
id_67389,24608
id_59301,1840
id_56749,79040
id_24923,1904
id_34777,13968
id_91379,8096
id_82860,14944
id_98827,7200
id_38066,9824
id_66196,7936
id_81606,8864
id_75616,16608
id_72925,1824
id_3721,7456
id_97051,-1760
id_89404,-2048
id_68391,21056
id_64970,14368
id_71856,74192
id_67480,6720
id_49053,6368
id_80478,12528
id_63661,5504
id_10503,-416
id_74611,12192
id_89449,10560
id_1813,12896
id_16816,18752
id_12299,1312
id_63189,5408
id_1515,21824
id_78007,3696
id_87782,-1280
id_55891,9616
id_42934,89984
id_32102,12736
id_84006,78720
id_66272,-1536
id_4081,9296
id_27483,6416
id_94762,10432
id_78280,15648
id_20663,10112
